Method,quantity,LB_days,FH_hours,N_params,n_hidden,n_candidates,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
BLEND_opti,PAC,1.0,0.5,0,,,1523.9844515944746,0.3204279996460382,-0.013953110765921574,0.21551814970164931,0.8781426183918788,0.901517077316385,0.923625976897999,0.930546411154593,0.9185631551229924
ELM,PAC,1.0,0.5,27000,500.0,100.0,1382.6563848329888,0.29071282133247695,-0.0009847240198061688,0.18943478071002467,0.8996957588334848,0.7924097811909936,0.8379726924506997,0.8606345119355059,0.8303389951923998
Persistence_P,PAC,1.0,0.5,0,,,1650.0017211650777,0.34692397968514993,-0.0002763530957618729,0.23906163856950854,0.8571568021524039,1.0,1.0,1.0,1.0
Persistence_Pcyclic,PAC,1.0,0.5,0,,,3244.0582522012387,0.682085106183661,0.0004974542015139326,0.429192073735459,0.4478360384278348,1.7953197188124723,1.966093859532817,1.9380375075335816,1.8998170286262903
BLEND_opti,PAC,1.0,1.0,0,,,1947.2216351765815,0.40941646929160946,-0.03124925571122549,0.28232129529516437,0.8010602617057462,0.7500471023815477,0.8121582119343045,0.8484707796949157,0.8035586980035893
ELM,PAC,1.0,1.0,27000,500.0,100.0,1680.087385269987,0.35324969328220956,-0.004505196927549916,0.24043773721958808,0.8519001864659023,0.6387744428424521,0.7007403482298079,0.7492676074847859,0.6962607995190154
Persistence_P,PAC,1.0,1.0,0,,,2397.5890492308317,0.5041092526990629,-0.002691673893072259,0.37640475431308046,0.6983938017182258,1.0,1.0,1.0,1.0
Persistence_Pcyclic,PAC,1.0,1.0,0,,,3244.0582522012387,0.682085106183661,0.0004974542015139326,0.429192073735459,0.4478360384278348,1.1402408413217646,1.3530501623044875,1.4293762140342645,1.3075557392201722
BLEND_opti,PAC,1.0,3.0,0,,,2701.844031219094,0.5679595267081966,-0.07335309387244765,0.3818854894353651,0.6169848867537547,0.4727836133700151,0.5492104428309822,0.6062177591342676,0.5427372717784217
ELM,PAC,1.0,3.0,27000,500.0,100.0,2333.7280829272777,0.4905772065780362,-0.011016007070801834,0.34914926012509123,0.7142436659891707,0.4322553576242827,0.4743826138969511,0.5139397555140683,0.4735259090117674
Persistence_P,PAC,1.0,3.0,0,,,4919.505931628067,1.0341382508689558,-0.08224470955262754,0.8077384212055794,-0.2698088164181094,1.0,1.0,1.0,1.0
Persistence_Pcyclic,PAC,1.0,3.0,0,,,3244.4260851871327,0.6820166828620261,0.0004932302429671035,0.42918956163087557,0.4477049765696641,0.5313472163306213,0.6595024236739601,0.7379290346730712,0.6429262248925509
BLEND_opti,PAC,1.0,6.0,0,,,3055.3639243818593,0.6422009785330718,-0.11535829149971133,0.42270567151451754,0.5101876540283095,0.38333530710552705,0.452209214204633,0.5046009684355095,0.4467151632485565
ELM,PAC,1.0,6.0,27000,500.0,100.0,2638.315212557334,0.554542323964172,-0.019726325124892766,0.3992929415596857,0.6347777750949972,0.3621032143463789,0.39048390915856457,0.421135925294476,0.3912410162664732
Persistence_P,PAC,1.0,6.0,0,,,6756.527351517545,1.4201412938093385,-0.4077291436022947,1.102704769634362,-1.3952503538388221,1.0,1.0,1.0,1.0
Persistence_Pcyclic,PAC,1.0,6.0,0,,,3244.610718741432,0.6819783927887411,0.0004940042289992673,0.42918912004937054,0.44763133759579066,0.38921489402071086,0.48021869074690837,0.538525708802498,0.4693197645233724
BLEND_opti,PAC,1.0,10.0,0,,,3138.9063692671284,0.659760601930543,-0.13451456859532235,0.43329210048349887,0.48303569511704747,0.4032919730637778,0.46926838488584394,0.518685233972501,0.4637485306407076
ELM,PAC,1.0,10.0,27000,500.0,100.0,2663.0150847009086,0.5597339418705249,-0.020472226256793624,0.4058359629490229,0.6279073532537413,0.3777368340094692,0.3981223524090038,0.4242965634159456,0.4000519166114729
Persistence_P,PAC,1.0,10.0,0,,,6688.936374929052,1.4059344783924426,-0.8524654027893624,1.074388109418128,-1.347566830125361,1.0,1.0,1.0,1.0
Persistence_Pcyclic,PAC,1.0,10.0,0,,,3244.610718741432,0.6819783927887411,0.0004940042289992673,0.42918912004937054,0.44763133759579066,0.399473073358763,0.4850712485325212,0.5402874347378407,0.47494391887637494
